#RfamID	RfamAlias	EMBLAccession	ExpressionRank
RF00005 	 tRNA 	 AE017194 	 5866
RF00168 	 Lysine 	 AE017194 	 5867
RF00167 	 Purine 	 AE017194 	 5868
RF00515 	 PyrR 	 AE017194 	 5869
RF00162 	 SAM 	 AE017194 	 5870
RF00005 	 tRNA 	 AE017194 	 5871
RF00162 	 SAM 	 AE017194 	 5872
RF00379 	 ydaO-yuaA 	 AE017194 	 5873
RF00238 	 ctRNA_pND324 	 AE017194 	 5874
RF00238 	 ctRNA_pND324 	 AE017194 	 5875
RF00162 	 SAM 	 AE017194 	 5876
RF01410 	 BsrC 	 AE017194 	 5877
RF00162 	 SAM 	 AE017194 	 5878
RF00515 	 PyrR 	 AE017194 	 5879
RF00515 	 PyrR 	 AE017194 	 5880
RF00516 	 ylbH 	 AE017194 	 5881
RF01359 	 CRISPR-DR46 	 AE017194 	 5882
RF00167 	 Purine 	 AE017194 	 5883
RF00162 	 SAM 	 AE017194 	 5884
RF00162 	 SAM 	 AE017194 	 5885
RF00238 	 ctRNA_pND324 	 AE017194 	 5886
RF00230 	 T-box 	 AE017194 	 5887
RF00515 	 PyrR 	 AE017194 	 5888
RF00162 	 SAM 	 AE017194 	 5889
RF00162 	 SAM 	 AE017194 	 5890
RF00005 	 tRNA 	 AE017194 	 5891
RF00230 	 T-box 	 AE017194 	 5892
RF00230 	 T-box 	 AE017194 	 5893
RF00005 	 tRNA 	 AE017194 	 5894
RF01366 	 CRISPR-DR53 	 AE017194 	 5895
RF01470 	 rli38 	 AE017194 	 5896
RF00230 	 T-box 	 AE017194 	 5897
RF01705 	 Flavo-1 	 AE017194 	 5898
RF00238 	 ctRNA_pND324 	 AE017194 	 5899
RF00238 	 ctRNA_pND324 	 AE017194 	 5900
RF01361 	 CRISPR-DR48 	 AE017194 	 5901
RF00059 	 TPP 	 AE017194 	 5902
RF00005 	 tRNA 	 AE017194 	 5903
RF00162 	 SAM 	 AE017194 	 5904
RF00162 	 SAM 	 AE017194 	 5905
RF00230 	 T-box 	 AE017194 	 5906
RF00238 	 ctRNA_pND324 	 AE017194 	 5907
RF00230 	 T-box 	 AE017194 	 5908
RF00005 	 tRNA 	 AE017194 	 5909
RF01470 	 rli38 	 AE017194 	 5910
RF00059 	 TPP 	 AE017194 	 5911
RF01364 	 CRISPR-DR51 	 AE017194 	 5912
RF00162 	 SAM 	 AE017194 	 5913
RF00515 	 PyrR 	 AE017194 	 5914
RF00005 	 tRNA 	 AE017194 	 5915
RF00005 	 tRNA 	 AE017194 	 5916
RF00005 	 tRNA 	 AE017194 	 5917
RF00632 	 sxy 	 AE017194 	 5918
RF01705 	 Flavo-1 	 AE017194 	 5919
RF00005 	 tRNA 	 AE017194 	 5920
RF00005 	 tRNA 	 AE017194 	 5921
RF00238 	 ctRNA_pND324 	 AE017194 	 5922
RF00059 	 TPP 	 AE017194 	 5923
RF00379 	 ydaO-yuaA 	 AE017194 	 5924
RF00080 	 yybP-ykoY 	 AE017194 	 5925
RF00002 	 5_8S_rRNA 	 AE016877 	 1
RF00002 	 5_8S_rRNA 	 AE016877 	 2
RF00002 	 5_8S_rRNA 	 AE016877 	 3
RF00002 	 5_8S_rRNA 	 AE016877 	 4
RF00002 	 5_8S_rRNA 	 AE016877 	 5
RF00002 	 5_8S_rRNA 	 AE016877 	 6
RF00002 	 5_8S_rRNA 	 AE016877 	 7
RF00002 	 5_8S_rRNA 	 AE016877 	 8
RF00002 	 5_8S_rRNA 	 AE016877 	 9
RF00002 	 5_8S_rRNA 	 AE016877 	 10
RF00002 	 5_8S_rRNA 	 AE016877 	 11
RF00002 	 5_8S_rRNA 	 AE016877 	 12
RF00002 	 5_8S_rRNA 	 AE016877 	 13
RF00011 	 RNaseP_bact_b 	 AE016877 	 14
RF00010 	 RNaseP_bact_a 	 AE016877 	 15
RF00177 	 SSU_rRNA_bacteria 	 AE016877 	 17
RF00177 	 SSU_rRNA_bacteria 	 AE016877 	 21
RF00177 	 SSU_rRNA_bacteria 	 AE016877 	 23
RF00177 	 SSU_rRNA_bacteria 	 AE016877 	 24
RF00177 	 SSU_rRNA_bacteria 	 AE016877 	 26
RF00177 	 SSU_rRNA_bacteria 	 AE016877 	 27
RF00023 	 tmRNA 	 AE016877 	 28
RF00177 	 SSU_rRNA_bacteria 	 AE016877 	 29
RF00177 	 SSU_rRNA_bacteria 	 AE016877 	 30
RF00177 	 SSU_rRNA_bacteria 	 AE016877 	 31
RF00177 	 SSU_rRNA_bacteria 	 AE016877 	 33
RF00177 	 SSU_rRNA_bacteria 	 AE016877 	 34
RF00177 	 SSU_rRNA_bacteria 	 AE016877 	 35
RF00177 	 SSU_rRNA_bacteria 	 AE016877 	 36
RF00001 	 5S_rRNA 	 AE016877 	 61
RF00001 	 5S_rRNA 	 AE016877 	 66
RF00169 	 Bacteria_small_SRP 	 AE016877 	 68
RF00001 	 5S_rRNA 	 AE016877 	 69
RF00001 	 5S_rRNA 	 AE016877 	 70
RF00001 	 5S_rRNA 	 AE016877 	 71
RF00001 	 5S_rRNA 	 AE016877 	 72
RF00001 	 5S_rRNA 	 AE016877 	 73
RF00001 	 5S_rRNA 	 AE016877 	 74
RF00001 	 5S_rRNA 	 AE016877 	 75
RF01766 	 cspA 	 AE016877 	 76
RF00001 	 5S_rRNA 	 AE016877 	 77
RF00001 	 5S_rRNA 	 AE016877 	 78
RF00001 	 5S_rRNA 	 AE016877 	 79
RF01118 	 PK-G12rRNA 	 AE016877 	 80
RF00001 	 5S_rRNA 	 AE016877 	 83
RF00013 	 6S 	 AE016877 	 84
RF00559 	 L21_leader 	 AE016877 	 92
RF01854 	 Bacteria_large_SRP 	 AE016877 	 96
RF01118 	 PK-G12rRNA 	 AE016877 	 98
RF01118 	 PK-G12rRNA 	 AE016877 	 99
RF01118 	 PK-G12rRNA 	 AE016877 	 100
RF01118 	 PK-G12rRNA 	 AE016877 	 101
RF01118 	 PK-G12rRNA 	 AE016877 	 103
RF01118 	 PK-G12rRNA 	 AE016877 	 106
RF01118 	 PK-G12rRNA 	 AE016877 	 107
RF01118 	 PK-G12rRNA 	 AE016877 	 108
RF01118 	 PK-G12rRNA 	 AE016877 	 109
RF01118 	 PK-G12rRNA 	 AE016877 	 110
RF01118 	 PK-G12rRNA 	 AE016877 	 111
RF01118 	 PK-G12rRNA 	 AE016877 	 112
RF00013 	 6S 	 AE016877 	 124
RF00558 	 L20_leader 	 AE016877 	 136
RF01766 	 cspA 	 AE016877 	 139
RF00230 	 T-box 	 AE016877 	 144
RF00555 	 L13_leader 	 AE016877 	 147
RF00557 	 L10_leader 	 AE016877 	 148
RF01820 	 RsaE 	 AE016877 	 182
RF01051 	 c-di-GMP-I 	 AE016877 	 184
RF01766 	 cspA 	 AE016877 	 199
RF00556 	 L19_leader 	 AE016877 	 207
RF00230 	 T-box 	 AE016877 	 208
RF00515 	 PyrR 	 AE016877 	 214
RF00162 	 SAM 	 AE016877 	 222
RF00005 	 tRNA 	 AE016877 	 243
RF00504 	 Glycine 	 AE016877 	 244
RF00512 	 Leu_leader 	 AE016877 	 251
RF00515 	 PyrR 	 AE016877 	 256
RF00230 	 T-box 	 AE016877 	 258
RF00230 	 T-box 	 AE016877 	 259
RF00005 	 tRNA 	 AE016877 	 261
RF00005 	 tRNA 	 AE016877 	 262
RF00238 	 ctRNA_pND324 	 AE016877 	 263
RF00005 	 tRNA 	 AE016877 	 274
RF00005 	 tRNA 	 AE016877 	 278
RF00005 	 tRNA 	 AE016877 	 279
RF00005 	 tRNA 	 AE016877 	 300
RF00005 	 tRNA 	 AE016877 	 306
RF00005 	 tRNA 	 AE016877 	 326
RF01411 	 BsrF 	 AE016877 	 337
RF00005 	 tRNA 	 AE016877 	 343
RF00005 	 tRNA 	 AE016877 	 344
RF00005 	 tRNA 	 AE016877 	 351
RF00005 	 tRNA 	 AE016877 	 352
RF00005 	 tRNA 	 AE016877 	 362
RF00050 	 FMN 	 AE016877 	 377
RF00005 	 tRNA 	 AE016877 	 378
RF00005 	 tRNA 	 AE016877 	 400
RF00005 	 tRNA 	 AE016877 	 401
RF00230 	 T-box 	 AE016877 	 421
RF00005 	 tRNA 	 AE016877 	 422
RF00242 	 ctRNA_pT181 	 AE016877 	 423
RF00005 	 tRNA 	 AE016877 	 434
RF00005 	 tRNA 	 AE016877 	 435
RF00230 	 T-box 	 AE016877 	 436
RF00005 	 tRNA 	 AE016877 	 437
RF00005 	 tRNA 	 AE016877 	 438
RF00005 	 tRNA 	 AE016877 	 439
RF00005 	 tRNA 	 AE016877 	 440
RF00005 	 tRNA 	 AE016877 	 451
RF00005 	 tRNA 	 AE016877 	 452
RF00005 	 tRNA 	 AE016877 	 453
RF00230 	 T-box 	 AE016877 	 473
RF00005 	 tRNA 	 AE016877 	 474
RF00005 	 tRNA 	 AE016877 	 491
RF00005 	 tRNA 	 AE016877 	 492
RF00005 	 tRNA 	 AE016877 	 493
RF00379 	 ydaO-yuaA 	 AE016877 	 511
RF00162 	 SAM 	 AE016877 	 512
RF00005 	 tRNA 	 AE016877 	 513
RF00167 	 Purine 	 AE016877 	 514
RF00380 	 ykoK 	 AE016877 	 515
RF00005 	 tRNA 	 AE016877 	 516
RF00005 	 tRNA 	 AE016877 	 536
RF00230 	 T-box 	 AE016877 	 537
RF00005 	 tRNA 	 AE016877 	 570
RF00005 	 tRNA 	 AE016877 	 571
RF01764 	 yjdF 	 AE016877 	 612
RF00005 	 tRNA 	 AE016877 	 613
RF00230 	 T-box 	 AE016877 	 657
RF00230 	 T-box 	 AE016877 	 658
RF00005 	 tRNA 	 AE016877 	 659
RF00005 	 tRNA 	 AE016877 	 660
RF00005 	 tRNA 	 AE016877 	 661
RF00230 	 T-box 	 AE016877 	 709
RF01766 	 cspA 	 AE016877 	 710
RF00005 	 tRNA 	 AE016877 	 711
RF00515 	 PyrR 	 AE016877 	 712
RF00230 	 T-box 	 AE016877 	 713
RF00005 	 tRNA 	 AE016877 	 714
RF00005 	 tRNA 	 AE016877 	 715
RF00230 	 T-box 	 AE016877 	 792
RF00238 	 ctRNA_pND324 	 AE016877 	 793
RF00230 	 T-box 	 AE016877 	 794
RF00230 	 T-box 	 AE016877 	 795
RF01385 	 isrA 	 AE016877 	 796
RF00168 	 Lysine 	 AE016877 	 797
RF00005 	 tRNA 	 AE016877 	 798
RF00005 	 tRNA 	 AE016877 	 908
RF00005 	 tRNA 	 AE016877 	 909
RF00029 	 Intron_gpII 	 AE016877 	 910
RF00059 	 TPP 	 AE016877 	 911
RF00005 	 tRNA 	 AE016877 	 912
RF00005 	 tRNA 	 AE016877 	 913
RF00005 	 tRNA 	 AE016877 	 914
RF00005 	 tRNA 	 AE016877 	 915
RF00005 	 tRNA 	 AE016877 	 916
RF00005 	 tRNA 	 AE016877 	 917
RF00005 	 tRNA 	 AE016877 	 918
RF00005 	 tRNA 	 AE016877 	 919
RF00005 	 tRNA 	 AE016877 	 920
RF00005 	 tRNA 	 AE016877 	 921
RF00005 	 tRNA 	 AE016877 	 922
RF00005 	 tRNA 	 AE016877 	 923
RF01410 	 BsrC 	 AE016877 	 1069
RF00380 	 ykoK 	 AE016877 	 1070
RF00005 	 tRNA 	 AE016877 	 1071
RF00005 	 tRNA 	 AE016877 	 1072
RF00230 	 T-box 	 AE016877 	 1073
RF00005 	 tRNA 	 AE016877 	 1074
RF00005 	 tRNA 	 AE016877 	 1075
RF00167 	 Purine 	 AE016877 	 1076
RF00230 	 T-box 	 AE016877 	 1077
RF00230 	 T-box 	 AE016877 	 1078
RF00174 	 Cobalamin 	 AE016877 	 1079
RF00230 	 T-box 	 AE016877 	 1080
RF00005 	 tRNA 	 AE016877 	 1081
RF00230 	 T-box 	 AE016877 	 1082
RF00005 	 tRNA 	 AE016877 	 1083
RF00005 	 tRNA 	 AE016877 	 1084
RF00005 	 tRNA 	 AE016877 	 1085
RF00005 	 tRNA 	 AE016877 	 1086
RF00005 	 tRNA 	 AE016877 	 1087
RF00005 	 tRNA 	 AE016877 	 1088
RF00379 	 ydaO-yuaA 	 AE016877 	 1089
RF00005 	 tRNA 	 AE016877 	 1090
RF00005 	 tRNA 	 AE016877 	 1091
RF00005 	 tRNA 	 AE016877 	 1092
RF01766 	 cspA 	 AE016877 	 1472
RF00230 	 T-box 	 AE016877 	 1473
RF00230 	 T-box 	 AE016877 	 1474
RF00080 	 yybP-ykoY 	 AE016877 	 1475
RF00522 	 PreQ1 	 AE016877 	 1476
RF00168 	 Lysine 	 AE016877 	 1477
RF01725 	 SAM-I-IV-variant 	 AE016877 	 1478
RF00162 	 SAM 	 AE016877 	 1479
RF00230 	 T-box 	 AE016877 	 1480
RF00230 	 T-box 	 AE016877 	 1481
RF00005 	 tRNA 	 AE016877 	 1482
RF00005 	 tRNA 	 AE016877 	 1483
RF00234 	 glmS 	 AE016877 	 1484
RF00238 	 ctRNA_pND324 	 AE016877 	 1485
RF00238 	 ctRNA_pND324 	 AE016877 	 1486
RF00230 	 T-box 	 AE016877 	 1487
RF00230 	 T-box 	 AE016877 	 1488
RF00005 	 tRNA 	 AE016877 	 1489
RF00005 	 tRNA 	 AE016877 	 1490
RF00005 	 tRNA 	 AE016877 	 1491
RF00005 	 tRNA 	 AE016877 	 1492
RF00230 	 T-box 	 AE016877 	 1493
RF00167 	 Purine 	 AE016877 	 1494
RF00238 	 ctRNA_pND324 	 AE016877 	 1495
RF00515 	 PyrR 	 AE016877 	 1496
RF00230 	 T-box 	 AE016877 	 1497
RF00005 	 tRNA 	 AE016877 	 1498
RF00005 	 tRNA 	 AE016877 	 1499
RF00005 	 tRNA 	 AE016877 	 1500
RF00005 	 tRNA 	 AE016877 	 1501
RF00005 	 tRNA 	 AE016877 	 1502
RF00059 	 TPP 	 AE016877 	 1503
RF00005 	 tRNA 	 AE016877 	 1504
RF01735 	 epsC 	 AE016877 	 1505
RF00005 	 tRNA 	 AE016877 	 1506
RF01676 	 P31 	 AE016877 	 1507
RF00005 	 tRNA 	 AE016877 	 1508
RF00005 	 tRNA 	 AE016877 	 1509
RF00005 	 tRNA 	 AE016877 	 1510
RF00005 	 tRNA 	 AE016877 	 1511
RF00005 	 tRNA 	 AE016877 	 1512
RF00059 	 TPP 	 AE016877 	 1513
RF00005 	 tRNA 	 AE016877 	 1514
RF00238 	 ctRNA_pND324 	 AE016877 	 5473
RF01051 	 c-di-GMP-I 	 AE016877 	 5474
RF00005 	 tRNA 	 AE016877 	 5475
RF00238 	 ctRNA_pND324 	 AE016877 	 5476
RF00005 	 tRNA 	 AE016877 	 5477
RF00005 	 tRNA 	 AE016877 	 5478
RF00238 	 ctRNA_pND324 	 AE016877 	 5479
RF00238 	 ctRNA_pND324 	 AE016877 	 5480
RF00230 	 T-box 	 AE016877 	 5481
RF00162 	 SAM 	 AE016877 	 5482
RF01470 	 rli38 	 AE016877 	 5483
RF00050 	 FMN 	 AE016877 	 5484
RF01749 	 pan 	 AE016877 	 5485
RF00167 	 Purine 	 AE016877 	 5486
RF00005 	 tRNA 	 AE016877 	 5487
RF00522 	 PreQ1 	 AE016877 	 5488
RF00005 	 tRNA 	 AE016877 	 5489
RF00238 	 ctRNA_pND324 	 AE016877 	 5490
RF00512 	 Leu_leader 	 AE016877 	 5491
RF00168 	 Lysine 	 AE016877 	 5492
RF00230 	 T-box 	 AE016877 	 5493
RF00515 	 PyrR 	 AE016877 	 5494
RF00230 	 T-box 	 AE016877 	 5495
RF00230 	 T-box 	 AE016877 	 5496
RF00230 	 T-box 	 AE016877 	 5497
RF00230 	 T-box 	 AE016877 	 5498
RF00162 	 SAM 	 AE016877 	 5499
RF00033 	 MicF 	 AE016877 	 5500
RF00238 	 ctRNA_pND324 	 AE016877 	 5501
RF01342 	 CRISPR-DR32 	 AE016877 	 5502
RF00162 	 SAM 	 AE016877 	 5503
RF01691 	 Bacillus-plasmid 	 AE016877 	 5504
RF01470 	 rli38 	 AE016877 	 5505
RF01416 	 NrrF 	 AE016877 	 5506
RF00230 	 T-box 	 AE016877 	 5507
RF00230 	 T-box 	 AE016877 	 5508
RF00230 	 T-box 	 AE016877 	 5509
RF00230 	 T-box 	 AE016877 	 5510
RF00005 	 tRNA 	 AE016877 	 5511
RF00005 	 tRNA 	 AE016877 	 5512
RF00230 	 T-box 	 AE016877 	 5513
RF00059 	 TPP 	 AE016877 	 5514
RF00162 	 SAM 	 AE016877 	 5515
RF00167 	 Purine 	 AE016877 	 5516
RF00230 	 T-box 	 AE016877 	 5517
RF00168 	 Lysine 	 AE016877 	 5518
RF00005 	 tRNA 	 AE016877 	 5519
RF00162 	 SAM 	 AE016877 	 5520
RF00162 	 SAM 	 AE016877 	 5521
RF00236 	 ctRNA_pGA1 	 AE016877 	 5522
RF01676 	 P31 	 AE016877 	 5523
RF00379 	 ydaO-yuaA 	 AE016877 	 5524
RF00238 	 ctRNA_pND324 	 AE016877 	 5525
RF00167 	 Purine 	 AE016877 	 5526
RF01363 	 CRISPR-DR50 	 AE016877 	 5527
RF00632 	 sxy 	 AE016877 	 5528
RF00033 	 MicF 	 AE016877 	 5529
RF01410 	 BsrC 	 AE016877 	 5530
RF00238 	 ctRNA_pND324 	 AE016877 	 5531
RF01705 	 Flavo-1 	 AE016877 	 5532
RF00162 	 SAM 	 AE016877 	 5533
RF00238 	 ctRNA_pND324 	 AE016877 	 5534
RF00515 	 PyrR 	 AE016877 	 5535
RF00515 	 PyrR 	 AE016877 	 5536
RF02064 	 STnc370 	 AE016877 	 5537
RF00516 	 ylbH 	 AE016877 	 5538
RF01470 	 rli38 	 AE016877 	 5539
RF00162 	 SAM 	 AE016877 	 5540
RF00162 	 SAM 	 AE016877 	 5541
RF00059 	 TPP 	 AE016877 	 5542
RF00230 	 T-box 	 AE016877 	 5543
RF00515 	 PyrR 	 AE016877 	 5544
RF00162 	 SAM 	 AE016877 	 5545
RF00162 	 SAM 	 AE016877 	 5546
RF00005 	 tRNA 	 AE016877 	 5547
RF00230 	 T-box 	 AE016877 	 5548
RF00230 	 T-box 	 AE016877 	 5549
RF00230 	 T-box 	 AE016877 	 5550
RF00238 	 ctRNA_pND324 	 AE016877 	 5551
RF00238 	 ctRNA_pND324 	 AE016877 	 5552
RF01361 	 CRISPR-DR48 	 AE016877 	 5553
RF00059 	 TPP 	 AE016877 	 5554
RF00005 	 tRNA 	 AE016877 	 5555
RF00512 	 Leu_leader 	 AE016877 	 5556
RF00082 	 SraG 	 AE016877 	 5557
RF00005 	 tRNA 	 AE016877 	 5558
RF00162 	 SAM 	 AE016877 	 5559
RF00238 	 ctRNA_pND324 	 AE016877 	 5560
RF00230 	 T-box 	 AE016877 	 5561
RF00230 	 T-box 	 AE016877 	 5562
RF01734 	 crcB 	 AE016877 	 5563
RF00005 	 tRNA 	 AE016877 	 5564
RF00262 	 sar 	 AE016877 	 5565
RF00005 	 tRNA 	 AE016877 	 5566
RF00162 	 SAM 	 AE016877 	 5567
RF00515 	 PyrR 	 AE016877 	 5568
RF00005 	 tRNA 	 AE016877 	 5569
RF00005 	 tRNA 	 AE016877 	 5570
RF00005 	 tRNA 	 AE016877 	 5571
RF00005 	 tRNA 	 AE016877 	 5572
RF00005 	 tRNA 	 AE016877 	 5573
RF00059 	 TPP 	 AE016877 	 5574
RF00379 	 ydaO-yuaA 	 AE016877 	 5575
RF00162 	 SAM 	 AE016877 	 5576
RF00242 	 ctRNA_pT181 	 AE016877 	 5577
RF00080 	 yybP-ykoY 	 AE016877 	 5578
RF00238 	 ctRNA_pND324 	 AE016877 	 5579
RF00238 	 ctRNA_pND324 	 AE016877 	 5580
RF00262 	 sar 	 AE016877 	 5581
RF01356 	 CRISPR-DR28 	 AE016877 	 5582
RF01356 	 CRISPR-DR28 	 AE016877 	 5583
RF00002 	 5_8S_rRNA 	 CP001503 	 1
RF00002 	 5_8S_rRNA 	 CP001503 	 2
RF00002 	 5_8S_rRNA 	 CP001503 	 3
RF01850 	 beta_tmRNA 	 CP001503 	 4
RF00002 	 5_8S_rRNA 	 CP001503 	 5
RF00002 	 5_8S_rRNA 	 CP001503 	 6
RF00023 	 tmRNA 	 CP001503 	 7
RF00177 	 SSU_rRNA_bacteria 	 CP001503 	 8
RF00177 	 SSU_rRNA_bacteria 	 CP001503 	 9
RF00177 	 SSU_rRNA_bacteria 	 CP001503 	 10
RF00177 	 SSU_rRNA_bacteria 	 CP001503 	 11
RF00010 	 RNaseP_bact_a 	 CP001503 	 12
RF00001 	 5S_rRNA 	 CP001503 	 13
RF00001 	 5S_rRNA 	 CP001503 	 14
RF00001 	 5S_rRNA 	 CP001503 	 15
RF00001 	 5S_rRNA 	 CP001503 	 16
RF00001 	 5S_rRNA 	 CP001503 	 17
RF00177 	 SSU_rRNA_bacteria 	 CP001503 	 18
RF00013 	 6S 	 CP001503 	 19
RF01766 	 cspA 	 CP001503 	 22
RF01118 	 PK-G12rRNA 	 CP001503 	 29
RF01118 	 PK-G12rRNA 	 CP001503 	 34
RF01118 	 PK-G12rRNA 	 CP001503 	 36
RF01118 	 PK-G12rRNA 	 CP001503 	 37
RF01118 	 PK-G12rRNA 	 CP001503 	 38
RF01766 	 cspA 	 CP001503 	 49
RF00005 	 tRNA 	 CP001503 	 97
RF00140 	 Alpha_RBS 	 CP001503 	 130
RF01340 	 CRISPR-DR29 	 CP001503 	 158
RF00005 	 tRNA 	 CP001503 	 162
RF00005 	 tRNA 	 CP001503 	 171
RF00005 	 tRNA 	 CP001503 	 175
RF00005 	 tRNA 	 CP001503 	 181
RF00005 	 tRNA 	 CP001503 	 184
RF00005 	 tRNA 	 CP001503 	 187
RF00005 	 tRNA 	 CP001503 	 188
RF00005 	 tRNA 	 CP001503 	 189
RF00005 	 tRNA 	 CP001503 	 190
RF01070 	 sucA 	 CP001503 	 192
RF00005 	 tRNA 	 CP001503 	 194
RF00005 	 tRNA 	 CP001503 	 202
RF00504 	 Glycine 	 CP001503 	 207
RF01057 	 SAH_riboswitch 	 CP001503 	 215
RF00005 	 tRNA 	 CP001503 	 216
RF00504 	 Glycine 	 CP001503 	 217
RF00005 	 tRNA 	 CP001503 	 223
RF01356 	 CRISPR-DR28 	 CP001503 	 245
RF01356 	 CRISPR-DR28 	 CP001503 	 251
RF01766 	 cspA 	 CP001503 	 257
RF01356 	 CRISPR-DR28 	 CP001503 	 270
RF00005 	 tRNA 	 CP001503 	 313
RF00005 	 tRNA 	 CP001503 	 328
RF00005 	 tRNA 	 CP001503 	 334
RF00005 	 tRNA 	 CP001503 	 349
RF00005 	 tRNA 	 CP001503 	 356
RF00005 	 tRNA 	 CP001503 	 378
RF00005 	 tRNA 	 CP001503 	 473
RF00005 	 tRNA 	 CP001503 	 499
RF00435 	 ROSE 	 CP001503 	 504
RF00005 	 tRNA 	 CP001503 	 505
RF00005 	 tRNA 	 CP001503 	 514
RF00005 	 tRNA 	 CP001503 	 540
RF00059 	 TPP 	 CP001503 	 554
RF00005 	 tRNA 	 CP001503 	 568
RF00005 	 tRNA 	 CP001503 	 683
RF00005 	 tRNA 	 CP001503 	 703
RF00174 	 Cobalamin 	 CP001503 	 709
RF00005 	 tRNA 	 CP001503 	 733
RF00005 	 tRNA 	 CP001503 	 736
RF00005 	 tRNA 	 CP001503 	 742
RF00005 	 tRNA 	 CP001503 	 792
RF00005 	 tRNA 	 CP001503 	 816
RF01854 	 Bacteria_large_SRP 	 CP001503 	 825
RF00169 	 Bacteria_small_SRP 	 CP001503 	 826
RF00005 	 tRNA 	 CP001503 	 835
RF00005 	 tRNA 	 CP001503 	 836
RF00005 	 tRNA 	 CP001503 	 868
RF00005 	 tRNA 	 CP001503 	 883
RF01068 	 mini-ykkC 	 CP001503 	 884
RF01372 	 CRISPR-DR59 	 CP001503 	 951
RF01356 	 CRISPR-DR28 	 CP001503 	 986
RF01336 	 CRISPR-DR23 	 CP001503 	 1105
RF01340 	 CRISPR-DR29 	 CP001503 	 1161
RF00005 	 tRNA 	 CP001503 	 1258
RF01725 	 SAM-I-IV-variant 	 CP001503 	 1335
RF00005 	 tRNA 	 CP001503 	 1396
RF00059 	 TPP 	 CP001503 	 1439
RF01356 	 CRISPR-DR28 	 CP001503 	 1440
RF01989 	 SECIS_3 	 CP001503 	 1446
RF00005 	 tRNA 	 CP001503 	 1477
RF00174 	 Cobalamin 	 CP001503 	 1489
RF01356 	 CRISPR-DR28 	 CP001503 	 1490
RF01668 	 P10 	 CP001503 	 1591
RF00005 	 tRNA 	 CP001503 	 1648
RF01497 	 ALIL 	 CP001503 	 1694
RF00005 	 tRNA 	 CP001503 	 1782
RF01394 	 isrK 	 CP001503 	 1783
RF01750 	 pfl 	 CP001503 	 1784
RF00005 	 tRNA 	 CP001503 	 1840
RF01356 	 CRISPR-DR28 	 CP001503 	 1853
RF01734 	 crcB 	 CP001503 	 1854
RF00005 	 tRNA 	 CP001503 	 1897
RF00005 	 tRNA 	 CP001503 	 1898
RF00005 	 tRNA 	 CP001503 	 1972
RF01695 	 C4 	 CP001503 	 1973
RF01497 	 ALIL 	 CP001503 	 2030
RF01356 	 CRISPR-DR28 	 CP001503 	 2031
RF00005 	 tRNA 	 CP001503 	 2062
RF01497 	 ALIL 	 CP001503 	 2063
RF01356 	 CRISPR-DR28 	 CP001503 	 2064
RF00059 	 TPP 	 CP001503 	 2065
RF01497 	 ALIL 	 CP001503 	 2139
RF01497 	 ALIL 	 CP001503 	 2198
RF01356 	 CRISPR-DR28 	 CP001503 	 2199
RF01356 	 CRISPR-DR28 	 CP001503 	 2200
RF01356 	 CRISPR-DR28 	 CP001503 	 2219
RF00005 	 tRNA 	 CP001503 	 2359
RF00005 	 tRNA 	 CP001503 	 2360
RF02278 	 Betaproteobacteria_toxic_sRNA 	 CP001503 	 2361
RF00005 	 tRNA 	 CP001503 	 2362
RF00005 	 tRNA 	 CP001503 	 2451
RF01356 	 CRISPR-DR28 	 CP001503 	 2452
RF00005 	 tRNA 	 CP001503 	 2453
RF00005 	 tRNA 	 CP001503 	 2454
RF00005 	 tRNA 	 CP001503 	 2455
RF01730 	 Termite-leu 	 CP001503 	 2456
RF00005 	 tRNA 	 CP001503 	 2457
RF01394 	 isrK 	 CP001503 	 2534
RF02278 	 Betaproteobacteria_toxic_sRNA 	 CP001503 	 2535
RF01356 	 CRISPR-DR28 	 CP001503 	 2566
RF00005 	 tRNA 	 CP001503 	 2635
RF01356 	 CRISPR-DR28 	 CP001503 	 2664
RF01668 	 P10 	 CP001503 	 2665
RF01356 	 CRISPR-DR28 	 CP001503 	 2666
RF00005 	 tRNA 	 CP001503 	 2746
RF01372 	 CRISPR-DR59 	 CP001503 	 2747
RF00005 	 tRNA 	 CP001503 	 2748
RF00050 	 FMN 	 CP001503 	 2786
RF00080 	 yybP-ykoY 	 CP001503 	 2787
RF00005 	 tRNA 	 CP001503 	 2864
RF01372 	 CRISPR-DR59 	 CP001503 	 2865
RF01317 	 CRISPR-DR4 	 CP001503 	 2866
RF00005 	 tRNA 	 CP001503 	 2867
RF01356 	 CRISPR-DR28 	 CP001503 	 2924
RF01317 	 CRISPR-DR4 	 CP001503 	 3004
RF01317 	 CRISPR-DR4 	 CP001503 	 3005
RF00005 	 tRNA 	 CP001503 	 3006
RF01356 	 CRISPR-DR28 	 CP001503 	 3057
RF01356 	 CRISPR-DR28 	 CP001503 	 3058
RF01356 	 CRISPR-DR28 	 CP001503 	 3131
RF01356 	 CRISPR-DR28 	 CP001503 	 3132
RF01852 	 tRNA-Sec 	 CP001503 	 3330
RF02278 	 Betaproteobacteria_toxic_sRNA 	 CP001503 	 3331
RF01356 	 CRISPR-DR28 	 CP001503 	 3410
RF01372 	 CRISPR-DR59 	 CP001503 	 3411
RF01356 	 CRISPR-DR28 	 CP001503 	 3412
RF01356 	 CRISPR-DR28 	 CP001503 	 3413
